, income_annum, loan_amount, loan_term, cibil_score,approved
2537,2900000,7500000,12,678,1
2538,3900000,12000000,14,893,1
2539,3300000,9000000,18,754,1
2540,700000,2200000,8,617,1
2541,8400000,29500000,20,661,1
2542,4000000,12100000,12,356,0
2543,1900000,6300000,16,811,1
2544,3900000,14600000,2,730,1
2545,7400000,18000000,2,792,1
2546,5900000,16000000,6,798,1
2547,1400000,2900000,12,490,0
2548,1800000,5500000,6,448,0
2549,1000000,3100000,6,525,0
2550,7400000,19200000,20,415,0
2551,2700000,10600000,16,496,0
2552,3600000,13100000,8,543,0
2553,7000000,18400000,12,520,0
2554,5000000,18000000,14,307,0
2555,1800000,5700000,14,502,0
2556,4700000,12000000,6,505,0
2557,6700000,23100000,4,304,1
2558,5800000,17500000,10,719,1
2559,5900000,22700000,18,855,1
2560,6000000,15800000,18,593,1
2561,700000,1400000,10,523,0
2562,3700000,13100000,14,385,0
2563,7100000,19300000,6,783,1
2564,1100000,3900000,2,538,1
2565,9500000,20100000,2,506,0
2566,2200000,8600000,2,461,1
2567,5500000,20000000,8,666,1
2568,4400000,16300000,20,561,1
2569,5000000,10800000,10,345,0
2570,6100000,12500000,14,862,1
2571,8100000,22300000,10,686,1
2572,7000000,19600000,8,708,1
2573,5600000,14800000,20,656,1
2574,1800000,7000000,14,743,1
2575,3600000,12100000,14,408,0
2576,600000,1300000,14,408,0
2577,4900000,16500000,12,439,0
2578,3000000,7100000,6,415,0
2579,3800000,10600000,12,490,0
2580,7600000,30000000,16,884,1
2581,7800000,25400000,18,425,0
2582,6800000,21700000,20,730,1
2583,5900000,17300000,20,657,1
2584,4900000,16800000,10,480,0
2585,1100000,3100000,16,356,0
2586,9800000,36000000,12,629,1
2587,1200000,4700000,2,667,1
2588,4700000,11500000,18,559,1
2589,6700000,16000000,4,791,1
2590,3700000,11300000,6,538,0
2591,7400000,16000000,20,358,0
2592,3300000,11700000,14,439,0
2593,4800000,15300000,12,503,0
2594,4600000,11900000,6,810,1
2595,8000000,30600000,14,302,0
2596,4100000,8800000,18,300,0
2597,2600000,7200000,16,612,1
2598,1300000,5000000,6,686,1
2599,2300000,4900000,12,409,0
2600,300000,900000,6,492,0
2601,7000000,21700000,20,498,0
2602,4400000,10900000,18,611,1
2603,5100000,11800000,6,776,1
2604,5900000,13000000,6,779,1
2605,7800000,27200000,16,560,1
2606,2200000,5100000,6,308,0
2607,5400000,12600000,18,786,1
2608,7400000,29100000,8,597,1
2609,5800000,12000000,12,811,1
2610,5800000,13000000,12,862,1
2611,4800000,14200000,12,369,0
2612,7400000,23900000,4,687,1
2613,9600000,19600000,12,500,0
2614,200000,500000,6,746,1
2615,700000,2100000,14,619,1
2616,7600000,16700000,20,692,1
2617,1400000,3300000,18,321,0
2618,3800000,15000000,14,730,1
2619,2700000,10800000,6,480,0
2620,5000000,10700000,2,753,1
2621,9000000,28900000,6,637,1
2622,3700000,9000000,6,483,0
2623,300000,1100000,4,315,1
2624,1800000,4100000,8,777,1
2625,7900000,17700000,4,402,0
2626,2100000,7700000,8,493,0
2627,900000,3100000,4,355,1
2628,9900000,23600000,18,557,1
2629,5600000,20000000,20,606,1
2630,6000000,12200000,16,743,1
2631,5700000,18400000,4,579,1
2632,9000000,33100000,20,734,1
2633,7300000,16100000,2,490,0
2634,5300000,20500000,16,802,1
2635,3500000,7400000,16,867,1
2636,1000000,2200000,12,302,0
2637,5100000,19900000,12,867,1
2638,2900000,9900000,8,312,0
2639,7600000,19100000,14,762,1
2640,6000000,14700000,18,462,0
2641,6300000,18200000,18,849,1
2642,1900000,7400000,18,592,1
2643,600000,1400000,4,507,0
2644,4100000,11400000,14,505,0
2645,800000,3200000,8,467,0
2646,6600000,22900000,16,543,0
2647,300000,1100000,12,674,1
2648,6100000,13500000,2,717,1
2649,4800000,17000000,10,666,1
2650,4500000,17300000,18,830,1
2651,3800000,9400000,16,383,0
2652,7000000,18900000,8,584,1
2653,4400000,14200000,18,799,1
2654,5300000,19400000,6,510,0
2655,2600000,5900000,6,572,1
2656,3300000,13100000,2,554,1
2657,1200000,4800000,6,344,0
2658,4300000,8600000,8,881,1
2659,8400000,27200000,10,514,0
2660,600000,1800000,18,796,1
2661,4700000,16200000,12,802,1
2662,4200000,12500000,20,375,0
2663,4300000,14700000,2,871,1
2664,800000,2900000,2,439,1
2665,9300000,32000000,8,438,0
2666,6200000,13700000,2,468,0
2667,3500000,10200000,12,645,1
2668,3600000,9200000,18,700,1
2669,9500000,36700000,16,348,0
2670,600000,1400000,10,877,1
2671,3800000,14900000,6,899,1
2672,1400000,3500000,12,610,1
2673,6300000,23900000,4,742,1
2674,2800000,6600000,18,801,1
2675,5400000,17100000,2,533,1
2676,6300000,23900000,16,656,1
2677,3900000,14300000,18,785,1
2678,4200000,15700000,2,332,1
2679,3100000,8100000,18,768,1
2680,3400000,8600000,6,640,1
2681,1500000,3100000,6,885,1
2682,900000,2000000,18,772,1
2683,7800000,25600000,4,665,1
2684,3500000,10500000,20,454,0
2685,8400000,32500000,14,698,1
2686,6400000,21300000,20,332,0
2687,9600000,28300000,6,536,0
2688,2100000,6500000,10,796,1
2689,6000000,19900000,8,486,0
2690,8300000,16800000,18,422,0
2691,5300000,18500000,6,501,0
2692,9700000,23500000,4,666,1
2693,8200000,16500000,18,371,0
2694,3400000,6900000,14,312,0
2695,2800000,11000000,12,753,1
2696,2400000,5200000,16,740,1
2697,8200000,24000000,4,366,0
2698,4200000,11100000,8,526,0
2699,5500000,14800000,10,354,0
2700,2900000,6300000,6,719,1
2701,6300000,20100000,12,774,1
2702,9700000,29100000,18,732,1
2703,6500000,16000000,6,862,1
2704,4900000,10800000,18,613,1
2705,6900000,16500000,6,447,0
2706,1100000,3000000,4,730,1
2707,7800000,29600000,14,568,1
2708,8200000,23600000,6,495,0
2709,6700000,23600000,14,854,1
2710,7400000,15200000,10,548,0
2711,1200000,2700000,14,779,1
2712,9500000,24800000,2,564,1
2713,4000000,8200000,2,571,1
2714,8600000,32600000,8,778,1
2715,9100000,28400000,12,808,1
2716,7100000,18600000,20,770,1
2717,9000000,28400000,4,612,1
2718,1400000,2700000,14,819,1
2719,8800000,20200000,6,627,1
2720,5400000,14700000,4,359,0
2721,6100000,19100000,6,341,0
2722,1000000,3600000,4,570,1
2723,7700000,18100000,20,736,1
2724,6100000,12900000,2,302,0
2725,7700000,21000000,12,420,0
2726,4700000,12000000,2,416,0
2727,9100000,34800000,20,836,1
2728,5800000,12700000,12,528,0
2729,8500000,24900000,2,405,0
2730,9900000,33400000,14,783,1
2731,2000000,4000000,10,636,1
2732,5000000,16800000,6,711,1
2733,3200000,11800000,16,848,1
2734,8000000,27800000,8,804,1
2735,1200000,2800000,14,892,1
2736,5800000,22800000,14,696,1
2737,2500000,7600000,20,888,1
2738,600000,1400000,10,699,1
2739,4900000,13000000,10,865,1
2740,9400000,37300000,14,383,0
2741,5300000,19300000,16,368,0
2742,5100000,15800000,4,607,1
2743,2900000,8900000,18,827,1
2744,9100000,34000000,12,672,1
2745,8800000,26700000,12,708,1
2746,2600000,8800000,10,682,1
2747,9700000,25500000,18,741,1
2748,600000,1200000,8,343,0
2749,4100000,11100000,16,785,1
2750,8000000,28000000,20,830,1
2751,8800000,26700000,16,696,1
2752,200000,300000,12,697,1
2753,3800000,11700000,2,351,1
2754,6800000,21800000,10,556,1
2755,8600000,31800000,2,895,1
2756,2800000,8400000,10,534,0
2757,8000000,29800000,12,736,1
2758,2300000,5500000,16,629,1
2759,7600000,16200000,20,657,1
2760,2900000,11300000,12,839,1
2761,7900000,25700000,18,589,1
2762,1900000,4500000,6,805,1
2763,4600000,13600000,20,729,1
2764,2600000,7700000,6,399,0
2765,2700000,6700000,8,413,0
2766,6300000,13200000,16,321,0
2767,2600000,7500000,2,853,1
2768,7700000,23400000,6,400,0
2769,7400000,16300000,16,630,1
2770,7300000,21600000,20,557,1
2771,2900000,7600000,2,358,0
2772,6600000,16000000,10,510,0
2773,2700000,9600000,14,554,1
2774,8300000,27700000,4,596,1
2775,4900000,18500000,8,659,1
2776,7900000,30700000,10,322,0
2777,8800000,21300000,14,852,1
2778,4000000,14100000,18,653,1
2779,3900000,9200000,12,737,1
2780,7700000,18900000,2,583,1
2781,3800000,10000000,16,873,1
2782,8000000,27000000,20,595,1
2783,3400000,11300000,20,871,1
2784,5500000,18800000,12,603,1
2785,7700000,29300000,14,801,1
2786,4000000,9400000,4,723,1
2787,5900000,22600000,18,630,1
2788,2600000,9900000,20,368,0
2789,6600000,22200000,12,759,1
2790,1000000,3000000,18,382,0
2791,800000,2800000,16,645,1
2792,3200000,6300000,6,878,1
2793,8400000,23400000,12,350,0
2794,5800000,17600000,6,720,1
2795,7300000,28100000,10,673,1
2796,3900000,8000000,6,448,0
2797,4600000,16000000,4,720,1
2798,3600000,12300000,2,300,1
2799,7500000,28700000,20,520,0
2800,5200000,15000000,12,794,1
2801,4400000,10000000,8,875,1
2802,5100000,12900000,14,533,0
2803,6000000,23600000,6,776,1
2804,3800000,11400000,6,706,1
2805,2800000,10900000,2,710,1
2806,6500000,18300000,4,333,0
2807,1600000,6400000,4,787,1
2808,5500000,18600000,12,569,1
2809,9600000,20100000,16,427,0
2810,7000000,27800000,16,640,1
2811,4000000,8100000,16,312,0
2812,8100000,30900000,12,464,0
2813,6600000,22800000,8,490,0
2814,4100000,10200000,12,431,0
2815,6600000,24800000,4,500,1
2816,5100000,12200000,14,511,0
2817,8200000,25200000,18,691,1
2818,9500000,24400000,14,696,1
2819,7600000,27600000,2,437,1
2820,8400000,20800000,12,335,0
2821,7600000,25100000,4,671,1
2822,1400000,3700000,12,621,1
2823,2700000,6800000,10,455,0
2824,200000,500000,10,856,1
2825,600000,2100000,16,892,1
2826,5200000,12900000,16,819,1
2827,5100000,11600000,10,308,0
2828,9200000,18600000,2,889,1
2829,6500000,23200000,18,713,1
2830,8500000,21000000,6,665,1
2831,2000000,6000000,12,837,1
2832,7500000,18000000,20,395,0
2833,7500000,28900000,10,632,1
2834,2000000,4300000,16,497,0
2835,1400000,2700000,14,694,1
2836,1700000,5600000,2,882,1
2837,5300000,14900000,6,504,0
2838,8900000,30100000,2,747,1
2839,9700000,35300000,4,462,1
2840,9000000,25900000,4,538,0
2841,8500000,30900000,6,664,1
2842,3500000,10900000,4,524,1
2843,500000,1400000,6,464,0
2844,8900000,19100000,6,807,1
2845,7800000,27200000,18,622,1
2846,9800000,27800000,6,827,1
2847,5200000,19000000,14,687,1
2848,7400000,19400000,16,835,1
2849,1200000,3300000,6,772,1
2850,1000000,3200000,2,710,1
2851,9500000,32500000,14,581,1
2852,4500000,11700000,18,775,1
2853,4900000,16000000,12,710,1
2854,700000,2500000,8,321,0
2855,9400000,28300000,20,761,1
2856,8300000,31400000,6,674,0
2857,5600000,13000000,4,899,1
2858,4400000,12300000,8,567,1
2859,2100000,5400000,8,771,1
2860,4400000,10600000,4,360,0
2861,6300000,19600000,6,425,0
2862,9900000,30000000,18,496,0
2863,700000,1600000,20,705,1
2864,3600000,12400000,14,427,0
2865,5600000,21000000,2,552,1
2866,1000000,3700000,8,725,1
2867,6400000,15600000,8,553,1
2868,8900000,19100000,2,725,1
2869,9900000,26100000,2,481,0
2870,4000000,8600000,4,847,1
2871,7300000,25700000,10,666,1
2872,8100000,25400000,6,477,0
2873,6800000,22100000,4,446,1
2874,2600000,8200000,8,630,1
2875,300000,1100000,20,613,1
2876,2400000,7500000,4,851,1
2877,6000000,20600000,12,339,0
2878,3800000,11100000,16,857,1
2879,7000000,22100000,14,467,0
2880,5400000,12900000,16,355,0
2881,6400000,16400000,6,428,0
2882,7000000,24000000,14,450,0
2883,2100000,4600000,4,348,0
2884,4400000,15000000,12,459,0
2885,8000000,31000000,8,847,1
2886,3900000,8300000,18,523,0
2887,4700000,15200000,10,786,1
2888,6800000,21200000,14,300,0
2889,1800000,6500000,12,728,1
2890,8600000,32000000,4,497,1
2891,3600000,13700000,10,548,0
2892,6800000,22900000,6,576,1
2893,1100000,4100000,20,863,1
2894,4000000,8400000,8,717,1
2895,2500000,5900000,12,668,1
2896,5400000,17400000,10,335,0
2897,6600000,13600000,4,861,1
2898,6000000,14900000,2,321,0
2899,2200000,8300000,10,585,1
2900,8800000,18500000,10,704,1
2901,4000000,10300000,4,819,1
2902,3600000,12400000,18,494,0
2903,8100000,22500000,2,808,1
2904,5200000,11000000,12,830,1
2905,1100000,2800000,14,473,0
2906,7500000,29800000,4,392,1
2907,7700000,20300000,12,806,1
2908,5700000,21400000,8,340,0
2909,5000000,13900000,8,555,1
2910,500000,1200000,16,499,0
2911,8900000,21300000,10,467,0
2912,1700000,6600000,4,797,1
2913,500000,1300000,18,762,1
2914,9900000,36500000,16,562,1
2915,8400000,21800000,2,492,0
2916,500000,1700000,4,824,1
2917,1700000,5700000,10,602,1
2918,6500000,18300000,10,722,1
2919,8900000,28400000,6,709,1
2920,400000,1400000,4,302,1
2921,5700000,12300000,6,364,0
2922,9600000,23800000,12,389,0
2923,8500000,20000000,16,786,1
2924,4000000,11500000,8,434,0
2925,6300000,18100000,6,671,1
2926,4000000,14700000,8,376,0
2927,9400000,32200000,6,898,1
2928,4100000,15500000,10,836,1
2929,1100000,4400000,6,515,0
2930,8700000,24800000,20,360,0
2931,4900000,12800000,2,691,1
2932,2800000,9100000,14,510,0
2933,9600000,23200000,18,389,0
2934,6900000,19000000,14,348,0
2935,2300000,8100000,2,504,1
2936,6800000,21300000,20,658,1
2937,2200000,5400000,16,641,1
2938,5900000,19800000,20,327,0
2939,7000000,20300000,18,726,1
2940,9600000,34100000,20,828,1
2941,6500000,14500000,12,755,1
2942,3800000,7600000,20,788,1
2943,9400000,25100000,20,832,1
2944,2100000,8200000,4,554,1
2945,8500000,26200000,8,811,1
2946,3800000,12000000,2,649,1
2947,3400000,9700000,20,830,1
2948,5600000,11700000,6,707,1
2949,8500000,33700000,10,483,0
2950,2100000,5500000,18,349,0
2951,400000,1500000,4,846,1
2952,7900000,31500000,20,386,0
2953,6900000,19200000,12,408,0
2954,1800000,3900000,2,764,1
2955,1200000,3200000,18,473,0
2956,3600000,9800000,12,654,1
2957,7200000,22800000,2,551,1
2958,9400000,21800000,6,850,1
2959,9000000,24200000,4,646,1
2960,1000000,2100000,8,793,1
2961,5600000,19900000,16,551,1
2962,900000,2600000,4,346,0
2963,9000000,19100000,14,540,0
2964,3100000,9000000,20,892,1
2965,8000000,20700000,6,570,1
2966,3500000,11300000,16,874,1
2967,3900000,12600000,8,553,1
2968,9700000,34500000,10,649,1
2969,4500000,15800000,14,439,0
2970,6800000,24800000,8,621,1
2971,6300000,18600000,14,872,1
2972,4900000,18500000,8,492,0
2973,4800000,18600000,6,618,1
2974,7500000,15800000,18,458,0
2975,5200000,13900000,4,422,0
2976,9400000,30900000,20,873,1
2977,3200000,10000000,14,610,1
2978,3600000,13200000,20,546,0
2979,3400000,7200000,8,741,1
2980,2100000,8200000,6,754,1
2981,7200000,15100000,8,379,0
2982,4500000,16900000,18,455,0
2983,2600000,9000000,20,615,1
2984,6400000,21700000,10,384,0
2985,6400000,25100000,16,628,1
2986,3100000,11200000,16,865,1
2987,1800000,5300000,2,679,1
2988,9300000,19000000,14,689,1
2989,6500000,13800000,10,636,1
2990,3100000,6600000,20,837,1
2991,2300000,8500000,12,557,1
2992,500000,1700000,10,324,0
2993,3700000,9300000,14,531,0
2994,8600000,21400000,14,476,0
2995,2600000,8500000,4,775,1
2996,7100000,18000000,20,477,0
2997,7000000,19800000,16,682,1
2998,8300000,17700000,12,334,0
2999,6800000,23900000,12,565,1
3000,9900000,25700000,2,340,0
3001,5100000,11000000,14,322,0
3002,3500000,10700000,8,883,1
3003,4300000,12800000,16,346,0
3004,5300000,20200000,2,861,1
3005,6400000,21900000,12,699,1
3006,9300000,27200000,8,629,1
3007,1100000,3100000,14,359,0
3008,7100000,27000000,10,430,0
3009,1100000,3300000,18,417,0
3010,1900000,5200000,6,896,1
3011,1300000,3900000,16,690,1
3012,7500000,22800000,16,347,0
3013,2400000,7000000,4,539,0
3014,2500000,8000000,8,464,0
3015,7500000,16200000,4,310,0
3016,9300000,36600000,6,431,0
3017,3300000,10000000,12,489,0
3018,5700000,13900000,12,775,1
3019,300000,600000,6,365,0
3020,1200000,4500000,10,555,1
3021,8200000,29600000,10,457,0
3022,5500000,12400000,8,580,1
3023,1800000,7200000,20,496,0
3024,3500000,11400000,16,837,1
3025,6000000,13200000,6,455,0
3026,2700000,9700000,20,551,1
3027,5900000,20700000,10,825,1
3028,2100000,4200000,18,554,1
3029,2000000,5200000,18,400,0
3030,9000000,34300000,10,853,1
3031,7600000,18800000,14,403,0
3032,500000,1500000,6,392,0
3033,6300000,19000000,20,673,1
3034,3100000,7100000,10,498,0
3035,1100000,2600000,6,858,1
3036,3900000,14300000,20,477,0
3037,8700000,28200000,12,548,0
3038,6400000,23900000,6,300,0
3039,200000,800000,12,483,0
3040,2400000,5800000,20,384,0
3041,8900000,35200000,10,894,1
3042,6100000,14800000,10,492,0
3043,7600000,25700000,4,607,1
3044,900000,2400000,16,701,1
3045,7100000,19700000,20,890,1
3046,5000000,14600000,10,808,1
3047,2000000,7400000,20,596,1
3048,2600000,6200000,14,421,0
3049,7000000,14900000,20,495,0
3050,3900000,9800000,6,604,1
3051,8400000,32600000,4,509,1
3052,200000,600000,8,852,1
3053,1900000,6700000,16,893,1
3054,9200000,33000000,14,874,1
3055,300000,500000,6,386,0
3056,6300000,18100000,4,590,1
3057,6100000,23500000,14,510,0
3058,7800000,25600000,6,523,0
3059,2000000,6700000,8,461,0
3060,1900000,5600000,2,832,1
3061,3300000,9600000,18,896,1
3062,9500000,26000000,2,732,1
3063,3500000,13900000,16,301,0
3064,4400000,15800000,4,701,1
3065,2000000,4000000,14,502,0
3066,9200000,19500000,12,742,1
3067,2200000,5000000,2,755,1
3068,1900000,7100000,2,834,1
3069,8700000,18400000,12,394,0
3070,9700000,19700000,4,663,1
3071,9400000,20300000,10,649,1
3072,8000000,23200000,14,738,1
3073,1000000,2000000,4,524,0
3074,5300000,14600000,16,855,1
3075,1400000,5400000,20,304,0
3076,1600000,3800000,12,532,0
3077,3400000,8500000,6,584,1
3078,7800000,28700000,4,447,1
3079,7100000,19900000,14,852,1
3080,6000000,13100000,2,368,0
3081,8200000,28900000,10,447,0
3082,3900000,11400000,20,867,1
3083,8400000,17600000,12,397,0
3084,9700000,19400000,20,798,1
3085,8300000,26300000,20,530,0
3086,2500000,9900000,16,356,0
3087,6100000,24000000,18,718,1
3088,5000000,13000000,10,459,0
3089,9500000,22200000,8,571,1
3090,5700000,20500000,8,412,0
3091,5000000,12500000,20,604,1
3092,8600000,20600000,16,449,0
3093,1400000,5300000,12,778,1
3094,5900000,21200000,16,476,0
3095,4100000,10400000,12,727,1
3096,7400000,18500000,8,818,1
3097,7100000,19300000,16,738,1
3098,5300000,18200000,16,546,0
3099,6600000,14100000,2,471,0
3100,2800000,10600000,4,860,1
3101,1600000,4400000,4,364,0
3102,8500000,25300000,20,557,1
3103,5200000,20700000,12,612,1
3104,6400000,19300000,6,414,0
3105,1300000,2900000,4,372,0
3106,5600000,11600000,12,466,0
3107,9000000,19800000,20,348,0
3108,7800000,17200000,4,597,1
3109,4000000,11000000,8,791,1
3110,700000,1800000,12,400,0
3111,7300000,18700000,16,813,1
3112,5200000,15400000,4,675,1
3113,6200000,18200000,18,324,0
3114,1100000,3600000,8,693,1
3115,5600000,13700000,8,491,0
3116,3400000,9800000,8,559,1
3117,1500000,4900000,16,392,0
3118,5800000,18600000,18,532,0
3119,9800000,29400000,8,592,1
3120,8300000,23100000,4,459,0
3121,500000,1200000,4,627,1
3122,1900000,6100000,2,462,1
3123,9700000,24700000,14,600,1
3124,1800000,6200000,18,366,0
3125,3300000,9700000,14,356,0
3126,900000,2300000,16,590,1
3127,8200000,28900000,4,485,1
3128,500000,1700000,18,617,1
3129,1000000,2600000,8,664,1
3130,7100000,27900000,8,583,1
3131,200000,400000,18,859,1
3132,3100000,7300000,14,504,0
3133,700000,2300000,16,688,1
3134,1800000,5700000,2,422,1
3135,8400000,27000000,8,746,1
3136,7400000,17500000,20,317,0
3137,6700000,20200000,6,701,1
3138,1700000,6000000,16,754,1
3139,300000,600000,10,515,0
3140,3800000,8800000,12,670,1
3141,1300000,4000000,8,407,0
3142,3100000,10900000,12,884,1
3143,200000,400000,20,882,1
3144,8100000,24700000,6,595,1
3145,8900000,22900000,4,757,1
3146,4200000,8500000,4,386,0
3147,4100000,11100000,18,756,1
3148,8300000,25700000,12,453,0
3149,7500000,25200000,8,316,0
3150,2100000,7700000,6,703,1
3151,1400000,3200000,8,753,1
3152,6900000,23500000,2,621,1
3153,2500000,9100000,10,852,1
3154,3800000,9400000,12,301,0
3155,7700000,29300000,10,359,0
3156,3200000,6600000,16,534,0
3157,8600000,20000000,10,704,1
3158,3800000,13700000,16,662,1
3159,8400000,31100000,18,599,1
3160,1600000,5400000,4,319,1
3161,7800000,19400000,16,549,0
3162,9400000,21000000,12,443,0
3163,9900000,26700000,10,550,1
3164,2400000,8000000,18,393,0
3165,7500000,15100000,8,488,0
3166,3300000,11800000,16,845,1
3167,5500000,19000000,2,382,1
3168,2400000,7500000,12,357,0
3169,8700000,27500000,16,815,1
3170,9600000,26000000,16,368,0
3171,8400000,19800000,16,674,1
3172,9200000,23900000,10,335,0
3173,4600000,12600000,2,355,0
3174,7600000,17500000,6,510,0
3175,8500000,17800000,4,698,1
3176,3100000,8200000,18,408,0
3177,4900000,13100000,18,401,0
3178,5800000,14000000,14,418,0
3179,5700000,21300000,4,697,1
3180,3200000,12200000,14,683,0
3181,8000000,31500000,16,763,1
3182,5000000,11400000,6,336,0
3183,2900000,8300000,10,693,1
3184,6400000,23900000,18,745,1
3185,6300000,22500000,18,629,1
3186,5900000,23300000,16,581,1
3187,8100000,29600000,4,672,1
3188,7100000,20100000,4,700,1
3189,1400000,4400000,14,787,1
3190,2300000,8000000,8,300,0
3191,7400000,16100000,4,655,1
3192,5300000,13300000,12,572,1
3193,7700000,16400000,2,663,1
3194,5000000,10700000,16,726,1
3195,6000000,12300000,12,680,1
3196,1400000,2700000,2,685,1
3197,9400000,23100000,6,762,1
3198,5200000,17200000,18,768,1
3199,3100000,11100000,8,504,0
3200,8400000,20500000,12,796,1
3201,1200000,2900000,18,348,0
3202,4800000,13100000,6,717,1
3203,9200000,34200000,4,565,1
3204,5300000,10900000,6,647,1
3205,4700000,10900000,2,626,1
3206,6500000,24700000,6,554,1
3207,3200000,11500000,20,864,1
3208,4600000,12500000,6,406,0
3209,700000,1800000,10,650,1
3210,7600000,16500000,8,534,0
3211,1200000,2600000,8,872,1
3212,5100000,16500000,12,845,1
3213,4300000,16300000,14,792,0
3214,300000,1200000,18,544,0
3215,4000000,13000000,10,552,1
3216,3900000,14900000,12,837,1
3217,6900000,21300000,18,845,1
3218,7000000,24100000,10,677,1
3219,6300000,18300000,20,430,0
3220,8900000,22500000,12,887,1
3221,5700000,19400000,8,544,0
3222,5200000,18300000,10,355,0
3223,7400000,17500000,4,540,0
3224,6500000,16000000,14,444,0
3225,6200000,14900000,14,567,1
3226,2400000,6500000,20,513,0
3227,2500000,7100000,10,590,1
3228,2700000,8500000,20,368,0
3229,3000000,7600000,6,413,0
3230,6100000,13600000,4,401,0
3231,1500000,5400000,18,687,1
3232,6500000,14100000,14,577,1
3233,200000,700000,10,576,1
3234,9900000,23400000,16,687,1
3235,5500000,11600000,12,474,0
3236,1200000,4400000,6,709,1
3237,6900000,20200000,18,438,0
3238,8000000,25300000,4,306,1
3239,4100000,13900000,20,383,0
3240,1400000,4700000,20,563,1
3241,1600000,3200000,20,371,0
3242,2100000,4200000,12,379,0
3243,8800000,30200000,18,897,1
3244,7100000,25400000,10,725,1
3245,8600000,31500000,16,678,1
3246,5400000,14800000,6,724,1
3247,1000000,2500000,6,808,1
3248,5400000,18400000,8,625,1
3249,4200000,16800000,4,771,1
3250,7500000,22400000,14,695,1
3251,1200000,3300000,2,564,1
3252,6300000,14500000,10,349,0
3253,300000,900000,4,797,1
3254,7400000,28800000,8,391,0
3255,2200000,5400000,12,833,1
3256,4000000,9100000,10,515,0
3257,2700000,10400000,16,671,1
3258,2000000,6900000,4,404,1
3259,6400000,14800000,6,537,0
3260,1400000,5100000,4,348,1
3261,2800000,6300000,12,647,1
3262,8200000,28700000,14,316,0
3263,9000000,26700000,14,638,1
3264,800000,2100000,12,363,0
3265,6100000,21200000,6,808,1
3266,2400000,9400000,2,871,1
3267,6000000,17000000,12,607,1
3268,7900000,22500000,6,571,1
3269,9500000,25700000,18,446,0
3270,1800000,6400000,20,436,0
3271,5800000,14100000,12,738,1
3272,2800000,9400000,10,519,0
3273,4000000,8300000,8,531,0
3274,1000000,3400000,18,578,1
3275,9100000,21100000,20,578,1
3276,4600000,18100000,14,442,0
3277,7800000,16900000,6,751,1
3278,6600000,18800000,10,353,0
3279,9800000,26600000,12,664,1
3280,7400000,26600000,18,505,0
3281,4300000,16600000,10,571,1
3282,9800000,34600000,16,754,1
3283,1100000,3900000,20,858,1
3284,8600000,21800000,20,641,1
3285,9400000,35500000,16,592,1
3286,5300000,20300000,14,432,0
3287,8700000,33800000,18,558,1
3288,4800000,14200000,12,547,0
3289,4400000,9800000,18,732,1
3290,5400000,19300000,12,784,1
3291,8400000,31900000,10,605,1
3292,5400000,19500000,18,688,1
3293,9400000,32100000,10,617,1
3294,800000,2400000,4,518,1
3295,3800000,14800000,10,390,0
3296,3100000,6300000,4,370,0
3297,6000000,21300000,4,802,1
3298,6800000,15500000,12,338,0
3299,5200000,11700000,6,658,1
3300,1900000,6700000,12,595,1
3301,3600000,8500000,20,594,1
3302,1500000,4100000,14,611,1
3303,2000000,5800000,8,799,1
3304,9200000,18600000,20,497,0
3305,6100000,15900000,18,456,0
3306,300000,500000,8,396,0
3307,800000,2300000,10,770,1
3308,3300000,9000000,16,797,1
3309,5800000,18700000,20,586,1
3310,8500000,23400000,16,604,1
3311,4100000,12800000,8,799,1
3312,7800000,26400000,4,763,1
3313,7500000,23000000,14,725,1
3314,2300000,8800000,18,336,0
3315,600000,2300000,6,495,0
3316,2900000,11500000,20,431,0
3317,900000,2200000,2,415,0
3318,9000000,20400000,6,451,0
3319,4800000,14300000,4,489,0
3320,1600000,4600000,12,415,0
3321,2600000,8100000,12,425,0
3322,1800000,4600000,14,453,0
3323,4400000,11800000,20,634,1
3324,200000,300000,20,519,0
3325,800000,2100000,6,353,0
3326,1500000,3200000,4,767,1
3327,7700000,16900000,14,473,0
3328,7200000,21300000,2,801,1
3329,1000000,2300000,16,543,0
3330,6300000,17200000,12,714,1
3331,1900000,4100000,12,830,1
3332,4400000,15300000,4,401,1
3333,9100000,26400000,6,518,0
3334,900000,2300000,20,367,0
3335,4600000,12000000,12,493,0
3336,9400000,22700000,14,505,0
3337,6900000,26500000,16,322,0
3338,300000,900000,8,735,1
3339,1900000,6700000,2,622,1
3340,4400000,16400000,6,513,0
3341,1200000,4100000,16,585,1
3342,1000000,3000000,10,813,1
3343,3100000,10400000,18,622,1
3344,2100000,6300000,16,899,1
3345,2100000,4700000,2,459,0
3346,9400000,33300000,18,369,0
3347,9700000,37700000,6,601,1
3348,1400000,2700000,18,703,1
3349,4700000,14600000,20,597,1
3350,4100000,13300000,10,670,1
3351,1200000,2800000,6,366,0
3352,7900000,27800000,16,857,1
3353,6600000,15000000,16,401,0
3354,2200000,8800000,4,437,1
3355,5500000,17600000,8,882,1
3356,5100000,15500000,8,392,0
3357,3900000,7700000,10,421,0
3358,200000,400000,6,722,1
3359,5800000,14700000,10,692,1
3360,8300000,20700000,2,537,0
3361,2600000,5500000,8,676,1
3362,2100000,8100000,6,817,1
